field_id,project_id,name,field_type,created_at
feadf516-dd5,5fc36ad6-3dd,Story Points,number,2026-01-07 10:04:12
c8b88e64-9cf,369e537c-2ab,Story Points,number,2026-01-07 10:04:12
db54a9bd-1ac,6fa6c1eb-e60,Story Points,number,2026-01-07 10:04:12
495df5fb-da8,f4028986-5b1,Story Points,number,2026-01-07 10:04:12
bd3f8e93-eed,cc8b1c0c-2e5,Story Points,number,2026-01-07 10:04:12
5e354e1e-a36,1feb146f-92a,Story Points,number,2026-01-07 10:04:12
83f70737-e88,5084c3a6-3b9,Story Points,number,2026-01-07 10:04:12
219169a3-0cd,0fd5a25f-02d,Story Points,number,2026-01-07 10:04:12
85f7e87a-61c,08438f1f-948,Story Points,number,2026-01-07 10:04:12
523bba4f-3c3,3f582c2d-995,Story Points,number,2026-01-07 10:04:12
0a3a32e0-e0b,5cd4bb19-9c2,Story Points,number,2026-01-07 10:04:12
f47e0852-fb6,b14fd3a0-7ee,Story Points,number,2026-01-07 10:04:12
ce971e9d-559,499e191f-e91,Story Points,number,2026-01-07 10:04:12
c219931a-09a,f3518536-64f,Story Points,number,2026-01-07 10:04:12
3144c8e8-f73,51eeb741-372,Story Points,number,2026-01-07 10:04:12
1e7b3f45-407,a567052e-343,Story Points,number,2026-01-07 10:04:12
7e0dbea4-c9b,6fa364d9-0cf,Story Points,number,2026-01-07 10:04:12
7ee53a75-af1,e2333e37-f9a,Story Points,number,2026-01-07 10:04:12
4dfc6f50-88e,fc3ea303-735,Story Points,number,2026-01-07 10:04:12
0190dcf3-841,fe2b0386-77c,Story Points,number,2026-01-07 10:04:12
71845d78-2ee,70276c95-17d,Story Points,number,2026-01-07 10:04:12
062b5ff3-fa7,afa85f21-cf8,Story Points,number,2026-01-07 10:04:12
faf8df68-479,18efa0b6-c09,Story Points,number,2026-01-07 10:04:12
0bf281bb-91b,c3905ab3-7d3,Story Points,number,2026-01-07 10:04:12
d8c3e594-05e,dfe6c42c-cbd,Story Points,number,2026-01-07 10:04:12
71027a42-e9d,0e96bc09-b4c,Story Points,number,2026-01-07 10:04:12
1cfea1ad-0b9,c16ad0f3-6c4,Story Points,number,2026-01-07 10:04:12
ca1e6b7e-5b6,5274dff1-3ff,Story Points,number,2026-01-07 10:04:12
0a1487c8-3a3,77b201bf-5a4,Story Points,number,2026-01-07 10:04:12
d8a1e862-b24,9a71593d-e97,Story Points,number,2026-01-07 10:04:12
ee521641-746,f04f5d2a-b62,Story Points,number,2026-01-07 10:04:12
92bb26dd-658,3e8f9bd6-de4,Story Points,number,2026-01-07 10:04:12
df75960e-e0b,951312d9-800,Story Points,number,2026-01-07 10:04:12
21c5e442-ec0,4506ea56-130,Story Points,number,2026-01-07 10:04:12
972dd142-91b,c35c7a0c-e33,Story Points,number,2026-01-07 10:04:12
5da35f6f-3bc,86ffd9d0-4b8,Story Points,number,2026-01-07 10:04:12
4ffc41df-303,99ed4e80-93c,Story Points,number,2026-01-07 10:04:12
3fe52fae-825,3675cb73-1cf,Story Points,number,2026-01-07 10:04:12
c4301c79-219,fe5471f1-16c,Story Points,number,2026-01-07 10:04:12
ea2e17b0-53d,0bf673ee-dab,Story Points,number,2026-01-07 10:04:12
1b65c302-5e8,6b9d3c1c-466,Story Points,number,2026-01-07 10:04:12
0bf41b52-495,1ead726d-fac,Story Points,number,2026-01-07 10:04:12
8a3e6bb9-5d7,75e848f9-812,Story Points,number,2026-01-07 10:04:12
b40c3d32-cb2,632ca0b3-3a9,Story Points,number,2026-01-07 10:04:12
a2d0daed-a83,e6b35cf3-bb5,Story Points,number,2026-01-07 10:04:12
7103a1c8-801,c7ddaade-894,Story Points,number,2026-01-07 10:04:12
60a573a1-fea,e98e0e43-1ac,Story Points,number,2026-01-07 10:04:12
9616d62c-a8c,2e3692a6-731,Story Points,number,2026-01-07 10:04:12
9c084c32-cb4,a5a80cba-74a,Story Points,number,2026-01-07 10:04:12
c80410be-fec,2025601b-ab7,Story Points,number,2026-01-07 10:04:12
a6215641-142,aa7c52ef-3cf,Story Points,number,2026-01-07 10:04:12
